caucus,congress_numbers/0,congress_numbers/1,congress_numbers/2,current,description,district,enddate,extra/address,extra/contact_form,extra/fax,extra/office,extra/rss_url,id,leadership_title,party,person/bioguideid,person/birthday,person/cspanid,person/firstname,person/gender,person/gender_label,person/id,person/lastname,person/link,person/middlename,person/name,person/namemod,person/nickname,person/osid,person/pvsid,person/sortname,person/twitterid,person/youtubeid,phone,role_type,role_type_label,senator_class,senator_class_label,senator_rank,senator_rank_label,startdate,state,title,title_long,website,extra/how
,114,,,true,Representative for Oregon's 3rd congressional district,3,2017-01-03,1111 Longworth HOB; Washington DC 20515-3703,https://forms.house.gov/blumenauer/webforms/issue_subscribe.html,202-225-8941,1111 Longworth House Office Building,http://blumenauer.house.gov/index.php?format=feed&amp;type=rss,43273,,Democrat,B000574,1948-08-16,43809,Earl,male,Male,400033,Blumenauer,https://www.govtrack.us/congress/members/earl_blumenauer/400033,,Rep. Earl Blumenauer [D-OR3],,,N00007727,367,"Blumenauer, Earl (Rep.) [D-OR3]",BlumenauerMedia,RepBlumenauer,202-225-4811,representative,Representative,,,,,2015-01-06,OR,Rep.,Representative,http://blumenauer.house.gov,
,114,,,true,Delegate for Guam At Large,0,2017-01-03,2441 Rayburn HOB; Washington DC 20515-5301,https://bordallo.house.gov/contact-me,202-226-0341,2441 Rayburn House Office Building,http://bordallo.house.gov/rss.xml,43275,,Democrat,B001245,1933-05-31,1003568,Madeleine,female,Female,400041,Bordallo,https://www.govtrack.us/congress/members/madeleine_bordallo/400041,Z.,Rep. Madeleine Bordallo [D-GU0],,,N00024866,1751,"Bordallo, Madeleine (Rep.) [D-GU0]",,,202-225-1188,representative,Representative,,,,,2015-01-06,GU,Rep.,Delegate,http://bordallo.house.gov,
,114,,,true,Representative for Texas's 8th congressional district,8,2017-01-03,301 Cannon HOB; Washington DC 20515-4308,https://kevinbrady.house.gov/contact-form,202-225-5524,301 Cannon House Office Building,http://kevinbrady.house.gov/common/rss/index.cfm?rss=49,43276,,Republican,B000755,1955-04-11,45749,Kevin,male,Male,400046,Brady,https://www.govtrack.us/congress/members/kevin_brady/400046,P.,Rep. Kevin Brady [R-TX8],,,N00005883,361,"Brady, Kevin (Rep.) [R-TX8]",RepKevinBrady,KBrady8,202-225-4901,representative,Representative,,,,,2015-01-06,TX,Rep.,Representative,http://kevinbrady.house.gov,
,114,,,true,Representative for Pennsylvania's 1st congressional district,1,2017-01-03,102 Cannon HOB; Washington DC 20515-3801,https://brady.house.gov/contact-me/email-me,202-225-0088,102 Cannon House Office Building,http://brady.house.gov/rss.xml,43277,,Democrat,B001227,1945-04-07,55227,Robert,male,Male,400047,Brady,https://www.govtrack.us/congress/members/robert_brady/400047,Alan,Rep. Robert Brady [D-PA1],,,N00001619,2519,"Brady, Robert (Rep.) [D-PA1]",RepBrady,BradyPA01,202-225-4731,representative,Representative,,,,,2015-01-06,PA,Rep.,Representative,http://brady.house.gov,
,114,,,true,Representative for Florida's 5th congressional district,5,2017-01-03,2111 Rayburn HOB; Washington DC 20515-0905,https://forms.house.gov/corrinebrown/webforms/contact-me.shtml,202-225-2256,2111 Rayburn House Office Building,http://corrinebrown.house.gov/index.php?option=com_ninjarsssyndicator&amp;feed_id=1&amp;format=raw,43278,,Democrat,B000911,1946-11-11,26192,Corrine,female,Female,400048,Brown,https://www.govtrack.us/congress/members/corrine_brown/400048,,Rep. Corrine Brown [D-FL5],,,N00002713,26797,"Brown, Corrine (Rep.) [D-FL5]",RepCorrineBrown,CongresswomanBrown,202-225-0123,representative,Representative,,,,,2015-01-06,FL,Rep.,Representative,https://corrinebrown.house.gov,
,114,,,true,Representative for Texas's 26th congressional district,26,2017-01-03,2336 Rayburn HOB; Washington DC 20515-4326,http://burgess.house.gov/contact/356345.htm,202-225-2919,2336 Rayburn House Office Building,http://burgess.house.gov/news/rss.aspx,43279,,Republican,B001248,1950-12-23,1003620,Michael,male,Male,400052,Burgess,https://www.govtrack.us/congress/members/michael_burgess/400052,C.,Rep. Michael Burgess [R-TX26],,,N00025219,50120,"Burgess, Michael (Rep.) [R-TX26]",MichaelCBurgess,michaelcburgessmd,202-225-7772,representative,Representative,,,,,2015-01-06,TX,Rep.,Representative,http://burgess.house.gov,
,114,,,true,Representative for California's 42nd congressional district,42,2017-01-03,2205 Rayburn HOB; Washington DC 20515-0542,https://calvert.house.gov/contactform/,202-225-2004,2205 Rayburn House Office Building,http://calvert.house.gov/news/rss.aspx,43280,,Republican,C000059,1953-06-08,26709,Ken,male,Male,400057,Calvert,https://www.govtrack.us/congress/members/ken_calvert/400057,S.,Rep. Ken Calvert [R-CA42],,,N00007099,26777,"Calvert, Ken (Rep.) [R-CA42]",KenCalvert,RepKenCalvert,202-225-1986,representative,Representative,,,,,2015-01-06,CA,Rep.,Representative,http://calvert.house.gov,
,114,115,116,true,Junior Senator from West Virginia,,2021-01-03,172 Russell Senate Office Building Washington DC 20510,,,172 Russell Senate Office Building,,43281,,Republican,C001047,1953-11-26,83737,Shelley,female,Female,400061,Capito,https://www.govtrack.us/congress/members/shelley_capito/400061,Moore,Sen. Shelley Capito [R-WV],,,N00009771,11701,"Capito, Shelley (Sen.) [R-WV]",SenCapito,UCbiXdR4XQ3vD9Xp5lfR9QXw,202-224-6472,senator,Senator,class2,Class 2,junior,Junior,2015-01-06,WV,Sen.,Senator,http://www.capito.senate.gov,
,114,,,true,Representative for California's 24th congressional district,24,2017-01-03,2231 Rayburn HOB; Washington DC 20515-0524,https://capps.house.gov/contact-me/email-me,202-225-5632,2231 Rayburn House Office Building,http://capps.house.gov/rss.xml,43282,,Democrat,C001036,1938-01-10,54075,Lois,female,Female,400062,Capps,https://www.govtrack.us/congress/members/lois_capps/400062,,Rep. Lois Capps [D-CA24],,,N00007232,16886,"Capps, Lois (Rep.) [D-CA24]",RepLoisCapps,reploiscapps,202-225-3601,representative,Representative,,,,,2015-01-06,CA,Rep.,Representative,http://capps.house.gov,
,114,,,true,Representative for Massachusetts's 7th congressional district,7,2017-01-03,1414 Longworth HOB; Washington DC 20515-2107,http://www.house.gov/capuano/contact/email.shtml,202-225-9322,1414 Longworth House Office Building,,43283,,Democrat,C001037,1952-01-09,56760,Michael,male,Male,400063,Capuano,https://www.govtrack.us/congress/members/michael_capuano/400063,E.,Rep. Michael Capuano [D-MA7],,,N00000267,18883,"Capuano, Michael (Rep.) [D-MA7]",,RepMikeCapuano,202-225-5111,representative,Representative,,,,,2015-01-06,MA,Rep.,Representative,http://capuano.house.gov,
,114,,,true,Representative for Texas's 31st congressional district,31,2017-01-03,2110 Rayburn HOB; Washington DC 20515-4331,https://carter.house.gov/email-john2,202-225-5886,2110 Rayburn House Office Building,http://carter.house.gov/common/rss/?rss=40,43284,,Republican,C001051,1941-11-06,1004257,John,male,Male,400068,Carter,https://www.govtrack.us/congress/members/john_carter/400068,R.,Rep. John Carter [R-TX31],,,N00025095,49296,"Carter, John (Rep.) [R-TX31]",JudgeCarter,repjohncarter,202-225-3864,representative,Representative,,,,,2015-01-06,TX,Rep.,Representative,http://carter.house.gov,
,114,,,true,Representative for Ohio's 1st congressional district,1,2017-01-03,2371 Rayburn HOB; Washington DC 20515-3501,https://chabot.house.gov/forms/writeyourrep/?zip5=45202&zip4=3003,202-225-3012,2371 Rayburn House Office Building,http://chabot.house.gov/common/rss/index.cfm?rss=49,43285,,Republican,C000266,1953-01-22,36705,Steve,male,Male,400071,Chabot,https://www.govtrack.us/congress/members/steve_chabot/400071,J.,Rep. Steve Chabot [R-OH1],,,N00003689,21790,"Chabot, Steve (Rep.) [R-OH1]",RepSteveChabot,congressmanchabot,202-225-2216,representative,Representative,,,,,2015-01-06,OH,Rep.,Representative,http://chabot.house.gov,
,114,,,true,Representative for Missouri's 1st congressional district,1,2017-01-03,2428 Rayburn HOB; Washington DC 20515-2501,http://lacyclay.house.gov/contact-form/,202-226-3717,2428 Rayburn House Office Building,,43286,,Democrat,C001049,1956-07-27,88332,Wm.,male,Male,400074,Clay,https://www.govtrack.us/congress/members/lacy_clay/400074,Lacy,Rep. Lacy Clay [D-MO1],Jr.,,N00012460,8967,"Clay, Lacy (Rep.) [D-MO1]",,WilliamLacyClay,202-225-2406,representative,Representative,,,,,2015-01-06,MO,Rep.,Representative,http://lacyclay.house.gov,
,114,,,true,Representative for South Carolina's 6th congressional district,6,2017-01-03,242 Cannon HOB; Washington DC 20515-4006,https://clyburn.house.gov/contact-me/email-me,202-225-2313,242 Cannon House Office Building,http://clyburn.house.gov/rss.xml,43287,,Democrat,C000537,1940-07-21,21607,James,male,Male,400075,Clyburn,https://www.govtrack.us/congress/members/james_clyburn/400075,E.,Rep. James âJimâ Clyburn [D-SC6],,Jim,N00002408,27066,"Clyburn, James âJimâ (Rep.) [D-SC6]",Clyburn,repjamesclyburn,202-225-3315,representative,Representative,,,,,2015-01-06,SC,Rep.,Representative,http://clyburn.house.gov,
