Country,Gender,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
Togo,Female,20.32919,20.39519,20.4415,20.47683,20.51905,20.58127,20.62722,20.66664,20.74925,20.83546,20.93235,21.01748,21.09685,21.15382,21.24728,21.34911,21.4504,21.55408,21.6565,21.75947,21.85977,21.9663,22.07173,22.18723,22.30028,22.40456,22.51786,22.62821,22.73858
Tonga,Female,27.17408,27.44607,27.73826,28.01261,28.29938,28.59192,28.87116,29.15309,29.41586,29.67625,29.9525,30.20945,30.46108,30.70546,30.95483,31.20135,31.45909,31.69995,31.9265,32.1621,32.41916,32.66724,32.90918,33.13317,33.35291,33.57722,33.80304,34.03401,34.25969
Trinidad and Tobago,Female,26.11683,26.22604,26.32579,26.41193,26.49088,26.54225,26.58947,26.61263,26.6241,26.629,26.63191,26.66634,26.69133,26.71149,26.75302,26.81242,26.88066,26.96215,27.0528,27.15399,27.27218,27.39049,27.50818,27.64383,27.77745,27.91131,28.03599,28.1595,28.27587
Tunisia,Female,24.5732,24.69899,24.81384,24.94661,25.07399,25.19898,25.32273,25.43611,25.55226,25.65688,25.77402,25.87488,25.98447,26.08854,26.20434,26.31959,26.44261,26.58209,26.72976,26.88105,27.01905,27.15048,27.26516,27.37875,27.49408,27.60463,27.71585,27.82789,27.93706
Turkey,Female,26.06155,26.14313,26.23217,26.31507,26.39637,26.49512,26.59241,26.70048,26.81769,26.91491,27.02399,27.10501,27.20194,27.29457,27.374,27.44774,27.52994,27.60051,27.67073,27.72737,27.79599,27.84298,27.89841,27.95766,28.00844,28.06138,28.12214,28.18455,28.24749
Turkmenistan,Female,24.11232,24.13053,24.14963,24.16615,24.18802,24.19136,24.20415,24.21909,24.23355,24.25092,24.2594,24.25328,24.23344,24.18854,24.12868,24.06687,24.01099,23.95853,23.91897,23.91899,23.94216,23.98269,24.04933,24.13748,24.24196,24.35574,24.46693,24.56749,24.66154
Uganda,Female,20.51336,20.5089,20.53116,20.56009,20.58863,20.60983,20.64509,20.68981,20.74488,20.81354,20.89891,20.9794,21.06126,21.15024,21.24567,21.34561,21.44876,21.55421,21.65003,21.73036,21.81171,21.8836,21.9589,22.03715,22.12167,22.20917,22.29874,22.39087,22.48126
Ukraine,Female,26.38022,26.36782,26.35879,26.34862,26.3347,26.31068,26.30276,26.29457,26.27613,26.27301,26.268,26.25813,26.24147,26.19495,26.09426,25.99308,25.89025,25.80039,25.7314,25.66986,25.64889,25.66549,25.7026,25.76129,25.85005,25.95033,26.055,26.15063,26.23317
United Arab Emirates,Female,27.19877,27.37413,27.51582,27.61048,27.6941,27.74398,27.757,27.78049,27.79719,27.85945,27.92467,27.98495,28.05793,28.08792,28.14285,28.27382,28.35871,28.43628,28.55856,28.67751,28.79831,28.90219,28.98793,29.08765,29.1946,29.2639,29.38717,29.50764,29.61401
United Kingdom,Female,24.20878,24.29483,24.38471,24.47631,24.57154,24.673,24.77877,24.89084,25.00301,25.11882,25.23089,25.33861,25.45103,25.55032,25.64891,25.74528,25.84873,25.94952,26.04969,26.14993,26.24386,26.34053,26.431,26.51409,26.59989,26.68071,26.77054,26.85908,26.94449
United States,Female,25.02199,25.15155,25.26646,25.3848,25.52017,25.65827,25.7815,25.92305,26.05411,26.18694,26.31709,26.44245,26.56317,26.68394,26.8081,26.9224,27.0375,27.1572,27.27785,27.40374,27.52943,27.64247,27.75614,27.86337,27.97255,28.07372,28.16881,28.25992,28.34359
Uruguay,Female,23.25811,23.39114,23.4976,23.57315,23.64983,23.73009,23.81856,23.92485,24.02774,24.12657,24.23138,24.36048,24.5106,24.66444,24.82373,24.97143,25.12197,25.26683,25.41511,25.55387,25.68317,25.79092,25.88269,25.97305,26.07609,26.19403,26.3212,26.45495,26.59304
Uzbekistan,Female,24.13709,24.19146,24.22857,24.27357,24.3106,24.3576,24.40122,24.44679,24.50243,24.54694,24.5846,24.61855,24.62931,24.64271,24.63688,24.63782,24.66444,24.66794,24.69126,24.72558,24.76585,24.81024,24.86573,24.93526,25.01618,25.10873,25.21405,25.32549,25.43432
Vanuatu,Female,22.93362,23.11087,23.29365,23.49478,23.70879,23.9215,24.1215,24.30515,24.48176,24.65815,24.85697,25.05086,25.23153,25.43303,25.62644,25.82755,26.02301,26.23189,26.44679,26.65315,26.86133,27.053,27.23672,27.42873,27.62508,27.83008,28.03626,28.24643,28.45876
Venezuela,Female,24.6754,24.81088,24.92702,25.03337,25.15139,25.2552,25.35179,25.4679,25.60239,25.69095,25.79587,25.91691,26.05656,26.1888,26.31752,26.45717,26.59037,26.71774,26.85418,26.97484,27.09799,27.22866,27.32819,27.4224,27.5487,27.68868,27.8335,27.98427,28.13408
Vietnam,Female,18.59363,18.6576,18.72457,18.79698,18.8814,18.96272,19.04176,19.11562,19.18626,19.25757,19.32976,19.39894,19.47289,19.56675,19.66655,19.77448,19.88533,19.98638,20.09229,20.19513,20.29185,20.38658,20.47612,20.57236,20.67219,20.7732,20.8745,20.9751,21.065
West Bank and Gaza,Female,25.15956,25.28804,25.41712,25.54207,25.66677,25.79006,25.9203,26.04705,26.16991,26.29246,26.42273,26.55234,26.693,26.84007,27.00804,27.18151,27.42813,27.67912,27.91472,28.14163,28.33796,28.48209,28.59626,28.69344,28.77777,28.85596,28.91308,28.96325,29.02643
"Yemen, Rep.",Female,23.48817,23.60286,23.71333,23.82446,23.93707,24.03168,24.12344,24.2196,24.31166,24.393,24.4613,24.53358,24.60938,24.68192,24.7587,24.84297,24.92812,25.02229,25.12083,25.22779,25.33409,25.44147,25.54654,25.65106,25.75105,25.84677,25.93584,26.01885,26.10769
Zambia,Female,21.3708,21.42804,21.47265,21.51598,21.55815,21.58972,21.61613,21.6515,21.70242,21.75856,21.81156,21.8637,21.91036,21.96096,22.00116,22.04079,22.08613,22.13393,22.17997,22.23568,22.30305,22.37321,22.45268,22.54021,22.63666,22.73911,22.8451,22.94991,23.05436
Zimbabwe,Female,25.45496,25.41164,25.36147,25.3119,25.23836,25.16936,25.09533,25.01767,24.96319,24.92361,24.88344,24.85511,24.80027,24.75252,24.72219,24.68543,24.66938,24.66173,24.6552,24.65557,24.6569,24.66032,24.65855,24.65075,24.64139,24.63877,24.63982,24.63906,24.64522
Afghanistan,Male,21.48678,21.46552,21.45145,21.43822,21.42734,21.41222,21.40132,21.37679,21.34018,21.29845,21.24818,21.20269,21.14238,21.06376,20.97987,20.91132,20.85155,20.81307,20.78591,20.75469,20.69521,20.62643,20.59848,20.58706,20.57759,20.58084,20.58749,20.60246,20.62058
Albania,Male,25.22533,25.23981,25.25636,25.27176,25.27901,25.28669,25.29451,25.30217,25.3045,25.31944,25.32357,25.28452,25.23077,25.21192,25.22115,25.25874,25.31097,25.33988,25.39116,25.46555,25.55835,25.66701,25.77167,25.87274,25.98136,26.08939,26.20867,26.32753,26.44657
Algeria,Male,22.25703,22.34745,22.43647,22.52105,22.60633,22.69501,22.76979,22.84096,22.90644,22.97931,23.046,23.11333,23.18776,23.25764,23.32273,23.39526,23.46811,23.5416,23.61592,23.69486,23.77659,23.86256,23.95294,24.05243,24.15957,24.27001,24.3827,24.48846,24.5962
Andorra,Male,25.66652,25.70868,25.74681,25.7825,25.81874,25.85236,25.89089,25.93414,25.98477,26.0445,26.10936,26.17912,26.24017,26.30356,26.36793,26.43569,26.50769,26.58255,26.66337,26.75078,26.83179,26.92373,27.02525,27.12481,27.23107,27.32827,27.43588,27.53363,27.63048
Angola,Male,20.94876,20.94371,20.93754,20.93187,20.93569,20.94857,20.9603,20.98025,21.01375,21.05269,21.09007,21.12136,21.14987,21.13938,21.14186,21.16022,21.19076,21.22621,21.27082,21.31954,21.3748,21.43664,21.51765,21.59924,21.69218,21.80564,21.93881,22.08962,22.25083
Antigua and Barbuda,Male,23.31424,23.39054,23.45883,23.53735,23.63584,23.73109,23.83449,23.93649,24.05364,24.16347,24.26782,24.36568,24.45644,24.54096,24.60945,24.66461,24.72544,24.78714,24.84936,24.91721,24.99158,25.05857,25.13039,25.20713,25.29898,25.39965,25.51382,25.64247,25.76602
Argentina,Male,25.37913,25.44951,25.50242,25.55644,25.61271,25.66593,25.72364,25.78529,25.84428,25.8851,25.92482,25.99177,26.07642,26.17288,26.27872,26.37522,26.47182,26.57778,26.68714,26.79005,26.88103,26.96067,26.99882,27.04738,27.11001,27.18941,27.28179,27.38889,27.5017
Armenia,Male,23.82469,23.86401,23.91023,23.95649,24.00181,24.04083,24.08736,24.13334,24.17219,24.19556,24.20618,24.1979,24.12982,24.05854,24.02297,24.0157,24.02627,24.03885,24.071,24.11699,24.18045,24.2667,24.37698,24.50332,24.64178,24.81447,24.9916,25.1759,25.35542
Australia,Male,24.92729,25.00216,25.0766,25.14938,25.22894,25.31849,25.41017,25.50528,25.60001,25.7005,25.80568,25.90295,26.00624,26.10586,26.20077,26.29241,26.38256,26.47351,26.56314,26.65506,26.74486,26.84397,26.93858,27.03801,27.13871,27.24614,27.35267,27.45878,27.56373
Austria,Male,24.84097,24.8811,24.93482,24.98118,25.02208,25.06015,25.1068,25.14747,25.19333,25.24928,25.30882,25.37186,25.43668,25.50507,25.56626,25.61814,25.6641,25.71737,25.75996,25.81773,25.87471,25.93806,25.99583,26.06356,26.1436,26.21107,26.29374,26.38136,26.46741
Azerbaijan,Male,24.49375,24.52584,24.56064,24.6015,24.64121,24.67566,24.71906,24.75799,24.78894,24.82277,24.83167,24.83972,24.81781,24.7625,24.69113,24.61946,24.55527,24.49745,24.47179,24.47842,24.51287,24.57202,24.66021,24.77164,24.89376,25.06256,25.25706,25.45513,25.65117
Bahamas,Male,24.21064,24.30814,24.4275,24.54415,24.66558,24.78408,24.90724,25.03166,25.14778,25.26173,25.35641,25.44039,25.51294,25.58479,25.65514,25.72418,25.79938,25.89374,25.99417,26.1208,26.25748,26.38653,26.51184,26.62607,26.75612,26.88517,27.00715,27.12653,27.24594
Bahrain,Male,23.97588,24.09045,24.20617,24.32335,24.43174,24.53684,24.63328,24.74914,24.86604,24.98644,25.11479,25.25103,25.40173,25.56146,25.71611,25.87566,26.03138,26.186,26.34294,26.50245,26.65409,26.80388,26.94923,27.09298,27.23908,27.38693,27.53868,27.68865,27.83721
Bangladesh,Male,20.51918,20.47766,20.43741,20.40075,20.36524,20.32983,20.29654,20.26401,20.23497,20.20736,20.18246,20.15921,20.14118,20.12952,20.11823,20.1077,20.10489,20.11304,20.12622,20.13361,20.14774,20.16802,20.18621,20.20948,20.23957,20.27648,20.31554,20.35493,20.39742
Barbados,Male,24.36372,24.43455,24.49314,24.54713,24.59913,24.64998,24.71728,24.77976,24.84265,24.9079,24.96113,25.00859,25.05249,25.09414,25.14401,25.20411,25.2685,25.35236,25.42067,25.51681,25.60292,25.6891,25.77615,25.8702,25.9566,26.06074,26.16874,26.27575,26.38439
Belarus,Male,24.90898,24.90986,24.91623,24.91568,24.9164,24.92013,24.93057,24.94083,24.96638,24.99085,25.01652,25.05106,25.07413,25.09742,25.10406,25.10237,25.11362,25.14026,25.17221,25.20688,25.25472,25.32148,25.4016,25.48133,25.58449,25.70824,25.8582,26.0111,26.16443
Belgium,Male,25.09879,25.12474,25.16059,25.18982,25.21949,25.25266,25.28532,25.32356,25.37574,25.42939,25.49029,25.55918,25.64048,25.7062,25.77927,25.84461,25.91482,25.98577,26.05275,26.1224,26.18388,26.24196,26.30602,26.37453,26.44661,26.51575,26.59522,26.67529,26.75915
Belize,Male,24.54345,24.63418,24.71853,24.76496,24.81656,24.85631,24.90216,24.95997,25.01621,25.08335,25.16254,25.23639,25.34573,25.45261,25.54387,25.64134,25.72576,25.80637,25.88939,25.97705,26.08213,26.19233,26.30847,26.4392,26.56389,26.68025,26.80065,26.90962,27.02255
Benin,Male,20.80754,20.83999,20.88208,20.90821,20.96054,21.00726,21.05137,21.07871,21.12584,21.16916,21.20891,21.25774,21.30311,21.35252,21.40226,21.45576,21.5205,21.58523,21.64874,21.71747,21.7971,21.87272,21.95309,22.0276,22.1039,22.17929,22.25322,22.33366,22.41835
Bermuda,Male,25.07881,25.19625,25.31163,25.4399,25.56404,25.69903,25.82431,25.94406,26.06962,26.19307,26.30429,26.40672,26.53011,26.65258,26.75763,26.88993,27.01108,27.12503,27.24352,27.34456,27.45476,27.55826,27.66492,27.76999,27.87082,27.98684,28.12057,28.26753,28.41894
Bhutan,Male,21.81929,21.80187,21.78799,21.77328,21.7664,21.75421,21.74839,21.75695,21.76646,21.781,21.7981,21.81922,21.84349,21.87072,21.90149,21.93914,21.98528,22.0365,22.09205,22.14998,22.21076,22.26991,22.33607,22.40769,22.48194,22.55711,22.633,22.72221,22.8218
Bolivia,Male,23.00319,23.04351,23.07385,23.08641,23.1075,23.13397,23.16541,23.20657,23.25603,23.30494,23.35095,23.39988,23.45185,23.50266,23.5581,23.61766,23.68542,23.7552,23.81981,23.88573,23.95185,24.01547,24.08033,24.14039,24.20067,24.26262,24.31851,24.37227,24.43335
Bosnia and Herzegovina,Male,25.32025,25.33178,25.35258,25.37304,25.39811,25.42164,25.44097,25.4444,25.43763,25.41851,25.39629,25.34749,25.26577,25.17015,25.09667,25.07033,25.12328,25.22345,25.33549,25.44956,25.57757,25.71444,25.8431,25.97224,26.11931,26.25022,26.37229,26.49206,26.61163
Botswana,Male,19.54182,19.5797,19.62362,19.66629,19.7227,19.77501,19.82815,19.89551,19.98147,20.07896,20.18715,20.30422,20.41434,20.50823,20.58939,20.66838,20.74696,20.82805,20.90699,20.99408,21.09464,21.1985,21.31605,21.43809,21.56543,21.69989,21.83982,21.98606,22.12984
Brazil,Male,22.63867,22.72772,22.81802,22.89804,22.9789,23.07389,23.17442,23.27956,23.38452,23.49948,23.60242,23.71304,23.82606,23.92823,24.03524,24.14789,24.25992,24.37651,24.4885,24.60608,24.73196,24.84949,24.97064,25.09147,25.2199,25.34959,25.48902,25.63555,25.78623
British Virgin Islands,Male,23.74249,23.79803,23.85294,23.91227,23.97016,24.02379,24.07072,24.13198,24.20123,24.26937,24.36658,24.49622,24.65423,24.8368,25.04243,25.26959,25.48898,25.70132,25.89812,26.08206,26.26016,26.41788,26.56046,26.66719,26.78915,26.91179,27.03094,27.16578,27.31079
Brunei,Male,23.23982,23.27246,23.30495,23.3387,23.37014,23.39392,23.40646,23.41929,23.44076,23.4571,23.48593,23.50616,23.52962,23.55589,23.61052,23.64776,23.69483,23.75058,23.81059,23.8489,23.87813,23.90486,23.93406,23.9798,24.02261,24.06445,24.09869,24.13907,24.18179
Bulgaria,Male,25.28913,25.34139,25.39515,25.44814,25.5058,25.55694,25.61303,25.66821,25.72108,25.77352,25.79169,25.78741,25.7869,25.78218,25.77516,25.78474,25.77704,25.76761,25.77903,25.80308,25.84258,25.89594,25.95657,26.03088,26.11251,26.20561,26.30869,26.42397,26.54286
Burkina Faso,Male,20.03144,20.06225,20.09198,20.11975,20.14327,20.17957,20.22333,20.25441,20.29278,20.3198,20.34378,20.37212,20.403,20.43103,20.46465,20.49193,20.52809,20.56636,20.60729,20.66053,20.70895,20.75999,20.81927,20.88506,20.95357,21.02654,21.10561,21.18575,21.27157
Burundi,Male,21.08872,21.11359,21.12784,21.13206,21.12775,21.14807,21.17456,21.19978,21.23035,21.24526,21.27423,21.30618,21.33931,21.35314,21.35172,21.34265,21.33228,21.3182,21.30669,21.30712,21.29665,21.30016,21.31762,21.33669,21.36172,21.38838,21.42011,21.45897,21.50291
Cambodia,Male,19.69966,19.70779,19.7174,19.73194,19.74852,19.77075,19.7942,19.81391,19.83981,19.86195,19.88134,19.90519,19.9375,19.96919,20.00377,20.03927,20.08239,20.12625,20.16351,20.21073,20.25863,20.31227,20.36407,20.42144,20.48485,20.55831,20.63655,20.72057,20.80496
Cameroon,Male,21.78602,21.86229,21.94666,22.03968,22.11848,22.21209,22.30308,22.35705,22.39403,22.42781,22.4571,22.48289,22.50597,22.53125,22.56063,22.59547,22.63932,22.69765,22.76663,22.8312,22.90632,22.98135,23.07282,23.16918,23.27218,23.37502,23.47444,23.57521,23.68173
Canada,Male,25.24074,25.33069,25.4102,25.48895,25.57519,25.66346,25.75539,25.85306,25.94492,26.04039,26.1324,26.22243,26.31568,26.40651,26.49979,26.58874,26.67114,26.75346,26.83631,26.91646,26.99336,27.06234,27.12542,27.18538,27.24205,27.29581,27.35018,27.40416,27.4521
Cape Verde,Male,20.65607,20.71493,20.77269,20.84066,20.91738,20.99708,21.07982,21.19,21.30276,21.39508,21.48587,21.57392,21.66202,21.74446,21.83323,21.9515,22.0401,22.13422,22.24215,22.35591,22.47423,22.59267,22.71017,22.83106,22.95363,23.07864,23.22111,23.36939,23.51522
Central African Rep.,Male,20.95858,20.96244,20.96119,20.94252,20.92022,20.89449,20.87539,20.85032,20.83262,20.82311,20.81775,20.81553,20.80177,20.78856,20.78073,20.78063,20.77539,20.7839,20.79623,20.81486,20.83702,20.861,20.8806,20.88965,20.90453,20.92015,20.94058,20.96435,20.99095
Chad,Male,20.22551,20.2271,20.2314,20.25014,20.27327,20.31534,20.34928,20.37757,20.41912,20.46667,20.50477,20.54673,20.5876,20.61301,20.6328,20.66849,20.70319,20.74174,20.78687,20.83189,20.86887,20.91294,20.96196,21.02777,21.12698,21.22857,21.32338,21.40464,21.48569
Chile,Male,24.48362,24.56329,24.62478,24.67812,24.73825,24.79547,24.8453,24.89825,24.96211,25.04196,25.12311,25.21,25.32067,25.43773,25.55295,25.66344,25.77917,25.88624,25.98953,26.08188,26.17741,26.26824,26.36532,26.46749,26.57109,26.67952,26.79366,26.90237,27.01542
China,Male,21.5784,21.58356,21.5955,21.61408,21.64363,21.67833,21.71745,21.7639,21.81317,21.85731,21.90382,21.95193,22.00604,22.0732,22.1511,22.23897,22.31367,22.387,22.44676,22.49909,22.54068,22.57822,22.61654,22.65637,22.69719,22.74628,22.80042,22.86161,22.92176
Colombia,Male,22.07035,22.1769,22.26799,22.36244,22.45181,22.54068,22.63499,22.73777,22.84228,22.9499,23.05701,23.16434,23.27852,23.39628,23.51334,23.6395,23.75218,23.86203,23.95979,24.05208,24.14347,24.23406,24.32036,24.40818,24.4994,24.59634,24.70577,24.82307,24.94041
Comoros,Male,20.98163,21.0066,21.04036,21.07561,21.10763,21.14296,21.18685,21.2455,21.30362,21.36185,21.41916,21.47534,21.52733,21.57169,21.60407,21.63794,21.66373,21.68527,21.70443,21.72285,21.74088,21.76273,21.79129,21.82661,21.8694,21.91364,21.9634,22.01198,22.06131
"Congo, Dem. Rep.",Male,20.74786,20.73587,20.72111,20.70907,20.70142,20.69308,20.68853,20.68344,20.6799,20.673,20.66681,20.6504,20.61508,20.5555,20.48951,20.40021,20.31166,20.22254,20.14174,20.05896,19.97498,19.89845,19.83696,19.80717,19.78927,19.78781,19.8018,19.8291,19.86692
"Congo, Rep.",Male,20.63666,20.69499,20.76571,20.83255,20.90094,20.96044,21.00631,21.05228,21.09124,21.12095,21.14711,21.16591,21.18663,21.20412,21.21799,21.23934,21.27222,21.30124,21.33138,21.35159,21.38374,21.42314,21.47048,21.519,21.57437,21.64382,21.72486,21.79519,21.87134
Cook Islands,Male,26.2025,26.43064,26.67362,26.90854,27.15532,27.40135,27.63931,27.86856,28.09469,28.31247,28.52606,28.74348,28.9611,29.18297,29.40326,29.61475,29.8242,30.02693,30.23299,30.44719,30.68088,30.92207,31.16078,31.41451,31.66918,31.92132,32.1719,32.4235,32.6744
Costa Rica,Male,23.6937,23.76567,23.82701,23.88394,23.947,24.0221,24.09956,24.18361,24.26875,24.37064,24.48617,24.60423,24.73446,24.84882,24.95523,25.0535,25.14893,25.24253,25.33913,25.45658,25.56878,25.679,25.78377,25.88441,25.98928,26.10699,26.23096,26.3565,26.47897
Cote d'Ivoire,Male,21.12741,21.18081,21.22675,21.27402,21.31013,21.34647,21.39242,21.43551,21.47739,21.52854,21.56519,21.60217,21.64058,21.67979,21.70943,21.75006,21.80476,21.85798,21.91746,21.9759,22.03598,22.09198,22.15328,22.21676,22.28061,22.34639,22.41761,22.48889,22.56469
Croatia,Male,25.28752,25.3169,25.34765,25.37672,25.41073,25.44008,25.47011,25.50221,25.53267,25.56232,25.58771,25.58618,25.57456,25.55173,25.55107,25.57994,25.61993,25.66831,25.72217,25.78556,25.85519,25.93817,26.03011,26.12982,26.21837,26.30989,26.39597,26.49896,26.59629
Cuba,Male,22.73085,22.80724,22.89338,22.98056,23.07165,23.16927,23.26024,23.34879,23.43399,23.51321,23.58502,23.63893,23.67952,23.68752,23.70158,23.71862,23.7573,23.80301,23.8616,23.94593,24.05065,24.16575,24.26055,24.39186,24.52858,24.65646,24.79302,24.93192,25.06867
Cyprus,Male,25.33529,25.37046,25.42285,25.4805,25.54387,25.60054,25.66655,25.7255,25.77662,25.8437,25.92588,25.99995,26.09039,26.18266,26.25772,26.3608,26.43776,26.52202,26.60921,26.69027,26.77099,26.84331,26.9245,26.99325,27.07204,27.15274,27.24326,27.32855,27.41899
Czech Rep.,Male,26.30589,26.35295,26.40544,26.45339,26.49958,26.54167,26.57995,26.62097,26.66796,26.71839,26.77285,26.80636,26.84969,26.89619,26.93426,26.98314,27.04343,27.101,27.16112,27.22247,27.28216,27.34798,27.41303,27.48463,27.56048,27.63067,27.73361,27.81401,27.90524
Denmark,Male,24.5632,24.56873,24.57527,24.58004,24.58269,24.59358,24.6112,24.62859,24.65583,24.68136,24.7104,24.74973,24.80236,24.85176,24.90462,24.96431,25.02533,25.09952,25.17054,25.24724,25.33594,25.42577,25.52596,25.62415,25.72962,25.82771,25.92875,26.03329,26.13287
Djibouti,Male,21.23864,21.31928,21.40683,21.48918,21.5751,21.658,21.74279,21.82127,21.89558,21.96332,22.03327,22.08923,22.1475,22.21,22.26702,22.33623,22.39746,22.45329,22.50722,22.56731,22.63424,22.70345,22.77671,22.85583,22.94165,23.04275,23.15419,23.26892,23.38403
Dominica,Male,22.319,22.38872,22.46119,22.51509,22.57613,22.63925,22.71689,22.82212,22.95088,23.06797,23.17038,23.27171,23.37355,23.46711,23.53829,23.61304,23.70171,23.79924,23.88361,23.96444,24.05267,24.12374,24.18375,24.24105,24.30642,24.37049,24.43348,24.50453,24.5727
Dominican Rep.,Male,22.92812,22.97861,23.02566,23.07558,23.12295,23.16528,23.21672,23.27431,23.32603,23.38897,23.44034,23.48433,23.53831,23.60267,23.67182,23.73003,23.79631,23.87457,23.96611,24.05981,24.15264,24.26207,24.38454,24.51173,24.63408,24.76461,24.90856,25.05235,25.19668
Ecuador,Male,23.79064,23.85029,23.90204,23.94343,23.98012,24.02461,24.06992,24.1085,24.1838,24.25491,24.31515,24.37246,24.44259,24.50867,24.58842,24.65281,24.71664,24.79187,24.84832,24.91341,24.96302,25.0223,25.0947,25.16315,25.24706,25.33264,25.41453,25.49568,25.58841
Egypt,Male,24.25654,24.34966,24.44688,24.54141,24.63365,24.72495,24.81456,24.9007,24.98559,25.06945,25.1531,25.23388,25.31826,25.40298,25.48856,25.57944,25.67577,25.76764,25.86074,25.95852,26.05777,26.15256,26.24082,26.32384,26.40268,26.48005,26.56054,26.64671,26.73243
El Salvador,Male,23.77156,23.83422,23.8904,23.94184,23.99645,24.05124,24.10831,24.16901,24.23836,24.31059,24.38845,24.47169,24.56273,24.65915,24.75942,24.8631,24.9637,25.07297,25.18381,25.30405,25.43048,25.5534,25.67399,25.7896,25.8971,26.00695,26.12564,26.24783,26.36751
Equatorial Guinea,Male,21.0889,21.10687,21.12008,21.13055,21.15667,21.16472,21.17019,21.18436,21.19979,21.21889,21.24399,21.26717,21.2967,21.33208,21.35662,21.4069,21.47658,21.61891,21.77227,21.96034,22.14823,22.37332,22.59892,22.81279,23.04308,23.25296,23.43077,23.60238,23.7664
Eritrea,Male,20.01453,20.04318,20.06819,20.09359,20.11151,20.12814,20.14323,20.15587,20.17161,20.18797,20.20741,20.23979,20.28294,20.32333,20.38827,20.45346,20.52008,20.58793,20.65244,20.70602,20.73423,20.76801,20.79514,20.81538,20.83535,20.85448,20.86087,20.86923,20.88509
Estonia,Male,24.68737,24.69421,24.70221,24.70975,24.71732,24.72067,24.73069,24.74468,24.75588,24.77373,24.79018,24.799,24.79527,24.79123,24.79648,24.82701,24.88001,24.94357,25.02112,25.12637,25.22421,25.33714,25.45733,25.58138,25.71923,25.85257,25.98743,26.13144,26.26446
Ethiopia,Male,19.47815,19.50485,19.52747,19.55625,19.57007,19.57426,19.58084,19.58116,19.5922,19.59811,19.61111,19.61798,19.63097,19.64647,19.66306,19.68413,19.71305,19.7424,19.76632,19.79587,19.82768,19.86357,19.89855,19.92608,19.96905,20.02382,20.08834,20.16319,20.247
Fiji,Male,22.28238,22.43676,22.57832,22.71827,22.86411,23.01144,23.15024,23.27566,23.40989,23.53817,23.68988,23.83829,23.9823,24.13829,24.28999,24.44879,24.61446,24.77189,24.93184,25.08671,25.23879,25.39149,25.5515,25.71604,25.88463,26.05042,26.22081,26.37474,26.53078
Finland,Male,25.46078,25.4801,25.50321,25.52352,25.54429,25.56019,25.58275,25.61171,25.64807,25.69802,25.7386,25.77032,25.80032,25.82563,25.85309,25.87877,25.90909,25.94636,25.98993,26.03724,26.09098,26.15458,26.22336,26.29856,26.37982,26.46406,26.55016,26.64191,26.73339
France,Male,24.70702,24.73514,24.76177,24.78531,24.80748,24.82895,24.85285,24.87929,24.90935,24.94199,24.97491,25.01122,25.05716,25.09455,25.13114,25.17051,25.20739,25.24361,25.28337,25.32587,25.37416,25.42911,25.49014,25.54863,25.60759,25.66854,25.72756,25.79057,25.85329
French Polynesia,Male,25.41759,25.60073,25.7889,25.97905,26.17356,26.37292,26.58224,26.79378,27.01086,27.21275,27.41426,27.62614,27.84075,28.04665,28.24191,28.44179,28.62167,28.8028,28.98991,29.18193,29.37214,29.56011,29.74904,29.93783,30.12372,30.3085,30.49157,30.67857,30.86752
Gabon,Male,22.27217,22.32139,22.37964,22.44393,22.52077,22.58744,22.64612,22.68952,22.74415,22.80386,22.85174,22.91242,22.97127,23.03261,23.09335,23.15467,23.2281,23.30589,23.38905,23.45478,23.5154,23.5732,23.62414,23.68267,23.74528,23.8153,23.89335,23.98256,24.0762
Gambia,Male,19.94139,19.97059,20.00107,20.03257,20.0646,20.08321,20.11353,20.15348,20.19417,20.24274,20.29888,20.35389,20.41435,20.48088,20.5363,20.58593,20.63716,20.69583,20.76738,20.84354,20.91996,21.00113,21.07306,21.1578,21.2523,21.34863,21.44274,21.54302,21.65029
Georgia,Male,24.61762,24.66646,24.71051,24.76342,24.8093,24.85546,24.89456,24.9333,24.97082,25.00293,25.02149,25.00377,24.92825,24.82921,24.73249,24.65405,24.61017,24.59323,24.60131,24.61786,24.6554,24.71795,24.79837,24.90761,25.0226,25.15806,25.27708,25.41457,25.54942
Germany,Male,25.46227,25.50636,25.55565,25.59814,25.64293,25.69249,25.74425,25.79212,25.85154,25.91132,25.97675,26.05322,26.14012,26.20839,26.27577,26.34132,26.4141,26.48539,26.55047,26.61048,26.67425,26.72962,26.78618,26.84581,26.90287,26.96115,27.02184,27.0905,27.16509
Ghana,Male,21.01212,21.01867,21.01856,21.01256,21.04529,21.07916,21.12201,21.16956,21.22088,21.27398,21.30206,21.36352,21.42402,21.49269,21.56186,21.64113,21.73307,21.82109,21.90907,21.99521,22.08191,22.16325,22.2469,22.32978,22.41644,22.51645,22.6204,22.73069,22.84247
Greece,Male,24.80837,24.85004,24.88029,24.91068,24.94193,24.97295,24.99539,25.01424,25.06154,25.10876,25.14763,25.18922,25.24259,25.28895,25.34534,25.38483,25.43099,25.48494,25.53608,25.60453,25.66926,25.74295,25.82012,25.90066,25.99356,26.07865,26.16494,26.25289,26.33786
